class,tweet
neither,@charlierose @jdickerson racist@NorahODonnell Tx trash there's no comparison betwn Pres Obama n GWBush rt poll will show He's supported 100%
neither,@charliesheen Charlie PLEASE STOP. from 1 ole fart 2 another...
neither,"@charliesheen Charlie, im an old lady. don't EVER SAY UGLY THINGS ABOUT UR CHILDRENS MOM.. I GET IT!!!, JUS DONT! BIG HUG"
neither,@charloosss @keepitplur @nicoleariel_ I'll chug my tall can . but homegirl won't approve lol
offensive_language,@charmarie hoe you are doing good too!
offensive_language,@chase_wickett @LangKeaton bitch im waitin on my chicken nuggets
neither,@cheetahxcheeks lol trash I would of kept it if she was cute
offensive_language,@chelsiielynn &#128514;&#128514;&#128514; you tried to bit my bottom lip off like it was a snack bitch
hate_speech,@chemicalkidss this bitch look like a fucking white trash Trailer park queen lookin man bear pig. http://t.co/fqyXLJYIET
offensive_language,@chesteredits @nacbiller not as bad as a former PsyQo nigger THAT LIKES ANIME
offensive_language,@chloeforsale wigg I love you bitch &#128536;
neither,"@chris2x @NevadaPR Camels, ostriches and zebras! See you at the races! #VCCamelRaces"
offensive_language,@chris_hardardt7 pussy?
neither,@chrisbickert i want it! I love her gooks! she is awesome where did you get it?
offensive_language,"@chrisbrown @cmpunk If by ""amusing"" you mean ""Makes you cry like a bitch,"" then yeah, I'd agree."
offensive_language,@chriscurtis410 I agree the fat bitches the only girls left not gettin passed around
offensive_language,@chriscurtis410 they be tryna b on the low but one day these bitches gonna realize some niggas talk more then them l&#128514;
offensive_language,@chrisrmz95 dude was a bitch nigga and took off running
neither,@christianvansly haha I'm shocked barca got more yellow cards this time
neither,@chucktodd @meetthepress he was walking &amp; 3 little birds pitch by his doorstep. Singing sweet songs of melodies pure &amp; true. Saying ...
offensive_language,"@chvrlesGoldie like Hov said ""we all ghetto b"" lol"
offensive_language,@cj_menaa1 &#128553;&#128553;&#128514;&#128514; nigga doing the duggy on dem dead hoes lol
offensive_language,@claire_ming get some orange hoe
neither,@clangloisss hmu negro
neither,"@claraoswined cute, but I love her yellow raincoat the most, the contrast with that&amp;her hair looks so cute! :P I love her face in your icon!"
offensive_language,@classy_girls bruh u such a pussy just talk
neither,@cleggzta Ho ho ho.
offensive_language,@clfrew27 bitch
offensive_language,@clfrew27 ill slap a hoe
hate_speech,"@clinchmtn316 @sixonesixband AMERICA today, the rule of thumb is: when in doubt, blame ""whitey"""
offensive_language,@cluis838 them peeps who bitches
neither,@cnnbrk let me guess they have yellow cake too? Same crap different president
offensive_language,@coL_ACHES Why do you bitch about everything?
offensive_language,@cody_laws @ me bitch. When and where?
hate_speech,@coffincreepxx you had to throw in the faggot word smh smh smh
offensive_language,@colinkane ur the tool for posting a vid of a dude pacing! Especially when u were too pussy to film his face!!!
offensive_language,@collegefession you are a bitch!!!!
offensive_language,"@collinaudre - see, that's why ya ass never need to go out. tryna go ape shit.&#128514;"
neither,@contrarian11 @YouTube yeah. great song. just watching the MSG concert of 1990 Yankee Stadium gig.
offensive_language,"@coolieDAGGERA @CapoToHeaven why wld u wanna be a faggot, dude? That's faggot like"
offensive_language,@coolstorysam @MorgannnDee i thought you had some fucked up birth defect that made your nips heart shaped lmao.
offensive_language,@cooney_mane @nflcommish it's not right but it's the rule. The nfl has a strike policy for drugs and josh Gordon is retarded
offensive_language,@corey_emanuel bet... My trash ass self is just that petty
offensive_language,@corey_emanuel bet.... Pay back is a bitch
offensive_language,@corrinybug YASSS bitch YASSS! I wonder if penny passed &#128514;
offensive_language,@coryw182 I'm tired bitch &#128532;
hate_speech,"@coughlan616 Youre racist against white people whigger. Anti-Racist is a codeword for anti-white.
Anti-zionist is a codeword for antisemite."
offensive_language,@covrtneyyy that was for other bitches lol you cute tho wassup GIMMI YO NUMBA&#128299; IMMA NATURAL TOO LMFAOO
neither,@craigcalcaterra Hes behind the plate for the game tonight here in AZ. Im looking to buy a red&amp;yellow Balkamania shirt I can tear off there.
offensive_language,@crazy_mike97 Hold it you fucking bitch
offensive_language,@creepgoddess @iPostDickPrints hell no! Where is the pussy print page?
offensive_language,@creepgoddess oh? He still talking to other bitches I bet. NONE of my biz tho
offensive_language,@creoleblood @HighClassCapri @verkannt__ like what u bitches wantttt (dmx voice)&#128553;&#128553;&#128553;
offensive_language,@cristiannt_ bitch I back shit up fuck nigga
offensive_language,@cristiannt_ bitch am not gonna shut shit up feel free to join them
offensive_language,@cristiannt_ nigga you beat who ass bitch we've never even fought so u need to stop making up shit and bring yo ass with them
offensive_language,"@cristiannt_ wow I was like 12 or 13 fighting people in high school, then bitch unfollow me fuck nigga"
offensive_language,@crocodile_Craig bitch y u ain't come to school
offensive_language,@crushwb sup my nigga.. cracker.. home boy.. what ya know that .. blah... forget it.. hey to ya.
neither,@cryancarfield haven't you ever heard the story of the birds and the bees
offensive_language,@crystalkethry &#128680;&#128680;&#128680;&#128680;bad bitch w dreads alert
offensive_language,@ctrembz be sure to follow it up with a fabulous bitch face
offensive_language,@cubvn_ girls that want to hold on to they hoes and act like they can't show off they boyfriends
neither,"@cullenbunn Maybe Baylee Ann, Tater Pud, Nurse Fester, Charlie Chainsaws, &amp; Mama Rot should be their own team?! Next time in PunisherMAX!:-D"
neither,@cumkwats thank you based pee slit
offensive_language,@cup_ah_noodles ya pussy let's go wheelin
offensive_language,@cuteasstab niggah this shit serious aint no one laughing
offensive_language,"@cuunthiaaa @Fvnxy he's the ""fuck her right in the pussy"" guy"
neither,"@cxslug I never did those games, but I was obsessed with Angry birds. Which is why it took me so long to do CCS. I was scared. Lol"
neither,@d6_9b idk... It's trash though!
neither,@dabbba @Pinchehonkey Far as I can tell coon tracks on the cab door window - tractor was parked by some trees away from home
offensive_language,@dablueprint fuck no she dont let nobody hit that pussy either I know it's firm
neither,@daggerbyte @MichaelSmartGuy @spacej_me @pizzahut Given the rickety slant of that roof I'd say more like Pizza Shanty
offensive_language,"@daijahshardaee yess bitch cuts, colors, and curls ha self."
neither,@daishialopez how could you say such a thing woman?! You have two functioning chest tables to hold your peanut butter and crackers!
offensive_language,@daisymcgarr My knee won't let me wander around much so I just make a few trips and look at the fat girls-- redneck porn--Wal-Mart
offensive_language,@dalmesquita13 you to bitch!
offensive_language,@damnit_mannn @RoJustDGAF not over no twitter shit. Plus youre a female. You letting a dumb sloppy body ignorant bitch speak for 13k people
offensive_language,"@dan1ellep And they&#8217;re retarded as fuck in general with their &#8220;insults&#8221;. Hope they fall off with AW, but the CSGO scene is growing so IDK."
offensive_language,@dan1ellep she going full retard right now smh
offensive_language,@dani_crocker There was also no need for her to be a cunt and act like she's something special. It wasn't unprovoked.
offensive_language,@daniellesayswha hoe
neither,@danifreshh some weird local ghetto school haha
offensive_language,@danikawillow don't be a pussy. Also there is beer AND FREE PIZZA HERE. I SWEAR
offensive_language,@dannycatsteve because it's fucking retarded?
offensive_language,@danram70 @Buflo_dolla ....so ur a fag?
neither,@danram70 pussy. It's science. Donaire via Rachel spelling error
offensive_language,@dantoomey2 forgot someone niglet
hate_speech,@dantoomey2 fuck you faggot
offensive_language,"@dantoomey2 you fat Irish fucking cunt, I honestly hope you choke to death in a pool of your own Jameson induced vomit"
offensive_language,@danusaur @GoldenArmada_ we don't love these hoes
offensive_language,@dappermuke I stick up for my fam. don't disrespect the pouch my nigguh. and awe ily2 http://t.co/tuQ0uAd8bK
neither,@darealwalt_jr he see the jig
neither,@darrenburton_ and take the trash out and separate the recyclables
hate_speech,@darthdanaa Yes you do retard.
neither,"@datachick Humanity really needs to get past this whole ""slow down and stare at the scene of an accident"" ape mentality we have :-/"
offensive_language,"@datexehmm So bad bitches intimidate you, in other words?"
offensive_language,@davegetnmoney my phone's doin da pussy right now lol
offensive_language,@daveyy_jayy lmao mark is the only guy left there he's about to get some pussy
offensive_language,@davidam_23 yes so you could leave fag
offensive_language,"@davidly62793584 hahahaha, aw nut... We should try and capture that cunt"
hate_speech,@davidly62793584 how many fuckin fags did a even get? Shouldnt be allowed into my wallet whilst under the influence haha
offensive_language,"@davidlyon1690 @_shannonmacleod he wants pussy, nd a dini mean a cat"
offensive_language,@daydaaaaaa hay pussy cat &#128539;&#128541;&#128075;&#128075;
offensive_language,@dbro800 pussy you can't fight &#128564;
neither,@dchestnut26 don't shake your head at me. I just love to trash talk.
offensive_language,@deIukesionaI more like emily is a little twat
offensive_language,@deadgrl_666 she can just fuckin call the venue about it and they'll cancel the lost tickets and reprint new ones what a dumb bitch
offensive_language,@deadlygilinsky drug buddy pussy money bitches weed
hate_speech,@delaney_guinan a faggot that needs to grow up
offensive_language,@delaney_guinan grow a pair pussy
offensive_language,@delaney_guinan ol rachet ass bitch
hate_speech,@delaney_guinan you did a good job doing that to me and not texting back faggot
offensive_language,@delaylay_messy i rap that and her part of Problem 24/7 cause I'm a bad bitch
offensive_language,@demimariemorin well im sure im not fully retarded #imustbestupid:(
offensive_language,@denise_nigga69 true dat nig
hate_speech,@deno_5 @kaitlyninst0ne you're reading you coon
hate_speech,"@densonkeith most of these people are followers of followers of truth, but they themselves are still niggers... their outlook, mind &amp; all."
offensive_language,@denytheprophecy because you're a weak bitch. Listen to Cruel Hand because the singer fell on face last night.
offensive_language,@denytheprophecy shit so Joel went off and swore at the kid and the kid was a fucking snitch nigga pussy and ratted on him &amp; got him -
hate_speech,@denytheprophecy thanks for ignoring my texts fag
offensive_language,@denytheprophecy that's a dragon you retard
offensive_language,@denytheprophecy when you realize you're trash
offensive_language,@dequaan_ @Khid_Zay &#128514;&#128514;fucc the extra shit I'm seeing that hoe THIS WEEKEND
offensive_language,"@derek_gatewood I got a kenwood amp to but it's probably ghetto, right?"
neither,@derek_gatewood it's not ghetto you fool.
offensive_language,@derek_gatewood you got a toolbox you hoe
neither,"@desamador you gotta be like me n the twins, just chug it all before everyone"
offensive_language,@dexfrost23 you can be a bad bitch too dex its okay
offensive_language,@dfa73 @hellyeahcalum @InStyle David block that bitch
neither,@dgardner @YoniFreedhoff Sounds like the hysteria over bird flu a few years back. It had a lower mortality rate than the regular flu.
offensive_language,"@dickburritoz 
every bitches claim"
offensive_language,@dina51814 @FlyoutChase bitch what? I don't give a fuck what you say but don't fuckin lie on me you hairy bitch
offensive_language,@dinneny is out of his goddamn bird trying to say YoBurger is better than 5 guys
offensive_language,"@discordianslip Alright, amateur grease monkey, show me how its done.

Wait, that sounds racist..."
